material,horizon,candidate,fold,order,seasonal_order,sMAPE
8,10,sarima_011_001_5,18,"(0, 1, 1)","(0, 0, 1, 5)",0.10678383318433704
8,10,sarima_011_001_5,19,"(0, 1, 1)","(0, 0, 1, 5)",0.08337881759031918
8,10,sarima_011_001_5,20,"(0, 1, 1)","(0, 0, 1, 5)",0.1356099554168673
8,10,sarima_011_001_5,21,"(0, 1, 1)","(0, 0, 1, 5)",0.13899237032867445
8,10,sarima_011_001_5,22,"(0, 1, 1)","(0, 0, 1, 5)",0.04270976648379406
8,10,sarima_011_001_5,23,"(0, 1, 1)","(0, 0, 1, 5)",0.09855122451372489
8,10,sarima_011_001_5,24,"(0, 1, 1)","(0, 0, 1, 5)",0.12709745155722868
8,10,sarima_011_001_5,25,"(0, 1, 1)","(0, 0, 1, 5)",0.15732348649280867
8,10,sarima_011_001_5,26,"(0, 1, 1)","(0, 0, 1, 5)",0.07071947592507845
8,10,sarima_011_001_5,27,"(0, 1, 1)","(0, 0, 1, 5)",0.17616399463601562
9,10,arima_011,1,"(0, 1, 1)","(0, 0, 0, 0)",0.14696772899399801
9,10,arima_011,2,"(0, 1, 1)","(0, 0, 0, 0)",0.09354329480379506
9,10,arima_011,3,"(0, 1, 1)","(0, 0, 0, 0)",0.10858741501442942
9,10,arima_011,4,"(0, 1, 1)","(0, 0, 0, 0)",0.4897174671703762
9,10,arima_011,5,"(0, 1, 1)","(0, 0, 0, 0)",0.2809577073123038
9,10,arima_011,6,"(0, 1, 1)","(0, 0, 0, 0)",0.08001661253116041
9,10,arima_011,7,"(0, 1, 1)","(0, 0, 0, 0)",0.2661690299119853
9,10,arima_011,8,"(0, 1, 1)","(0, 0, 0, 0)",0.3237993482591903
9,10,arima_011,9,"(0, 1, 1)","(0, 0, 0, 0)",0.19100780228485084
9,10,arima_011,10,"(0, 1, 1)","(0, 0, 0, 0)",0.3643685427322015
9,10,arima_011,11,"(0, 1, 1)","(0, 0, 0, 0)",0.3315651477491217
9,10,arima_011,12,"(0, 1, 1)","(0, 0, 0, 0)",0.10798542334217143
9,10,arima_011,13,"(0, 1, 1)","(0, 0, 0, 0)",0.09604327637585547
9,10,arima_011,14,"(0, 1, 1)","(0, 0, 0, 0)",0.38224365509900404
9,10,arima_011,15,"(0, 1, 1)","(0, 0, 0, 0)",0.06285135573399699
9,10,arima_011,16,"(0, 1, 1)","(0, 0, 0, 0)",0.14302851335447408
9,10,arima_011,17,"(0, 1, 1)","(0, 0, 0, 0)",0.1775203742994977
9,10,arima_011,18,"(0, 1, 1)","(0, 0, 0, 0)",0.13451283445894757
9,10,arima_011,19,"(0, 1, 1)","(0, 0, 0, 0)",0.1369037320088985
9,10,arima_011,20,"(0, 1, 1)","(0, 0, 0, 0)",0.11356376989625626
9,10,arima_011,21,"(0, 1, 1)","(0, 0, 0, 0)",0.13050729130910219
9,10,arima_011,22,"(0, 1, 1)","(0, 0, 0, 0)",0.07699776128369105
9,10,arima_011,23,"(0, 1, 1)","(0, 0, 0, 0)",0.11033943963265452
9,10,arima_011,24,"(0, 1, 1)","(0, 0, 0, 0)",0.055861450493452425
9,10,arima_011,25,"(0, 1, 1)","(0, 0, 0, 0)",0.10928386808795305
9,10,arima_011,26,"(0, 1, 1)","(0, 0, 0, 0)",0.09319648365025536
9,10,arima_011,27,"(0, 1, 1)","(0, 0, 0, 0)",0.264782835902629
9,10,arima_013,1,"(0, 1, 3)","(0, 0, 0, 0)",0.15565539201695172
9,10,arima_013,2,"(0, 1, 3)","(0, 0, 0, 0)",0.09334470444075793
9,10,arima_013,3,"(0, 1, 3)","(0, 0, 0, 0)",0.111256984971774
9,10,arima_013,4,"(0, 1, 3)","(0, 0, 0, 0)",0.49070191066762936
9,10,arima_013,5,"(0, 1, 3)","(0, 0, 0, 0)",0.2800790304487532
9,10,arima_013,6,"(0, 1, 3)","(0, 0, 0, 0)",0.0881739185725538
9,10,arima_013,7,"(0, 1, 3)","(0, 0, 0, 0)",0.26452081182684983
9,10,arima_013,8,"(0, 1, 3)","(0, 0, 0, 0)",0.31595712209665633
9,10,arima_013,9,"(0, 1, 3)","(0, 0, 0, 0)",0.17838741411665382
9,10,arima_013,10,"(0, 1, 3)","(0, 0, 0, 0)",0.36924738552784114
9,10,arima_013,11,"(0, 1, 3)","(0, 0, 0, 0)",0.32473818448179637
9,10,arima_013,12,"(0, 1, 3)","(0, 0, 0, 0)",0.1055825558437831
9,10,arima_013,13,"(0, 1, 3)","(0, 0, 0, 0)",0.09802483689112086
9,10,arima_013,14,"(0, 1, 3)","(0, 0, 0, 0)",0.38410198042885835
9,10,arima_013,15,"(0, 1, 3)","(0, 0, 0, 0)",0.06424685787826653
9,10,arima_013,16,"(0, 1, 3)","(0, 0, 0, 0)",0.1428755428110912
9,10,arima_013,17,"(0, 1, 3)","(0, 0, 0, 0)",0.17341917272955745
9,10,arima_013,18,"(0, 1, 3)","(0, 0, 0, 0)",0.1321675160155128
9,10,arima_013,19,"(0, 1, 3)","(0, 0, 0, 0)",0.14160414783362757
9,10,arima_013,20,"(0, 1, 3)","(0, 0, 0, 0)",0.10248934994471917
9,10,arima_013,21,"(0, 1, 3)","(0, 0, 0, 0)",0.1276453387979598
9,10,arima_013,22,"(0, 1, 3)","(0, 0, 0, 0)",0.07428906855759339
9,10,arima_013,23,"(0, 1, 3)","(0, 0, 0, 0)",0.11034101765019882
9,10,arima_013,24,"(0, 1, 3)","(0, 0, 0, 0)",0.05646270232521248
9,10,arima_013,25,"(0, 1, 3)","(0, 0, 0, 0)",0.1102559191683926
9,10,arima_013,26,"(0, 1, 3)","(0, 0, 0, 0)",0.09600644236804073
9,10,arima_013,27,"(0, 1, 3)","(0, 0, 0, 0)",0.2701882627921277
9,10,arima_211,1,"(2, 1, 1)","(0, 0, 0, 0)",0.15578820890410638
9,10,arima_211,2,"(2, 1, 1)","(0, 0, 0, 0)",0.09294171911366898
9,10,arima_211,3,"(2, 1, 1)","(0, 0, 0, 0)",0.11119853516996255
9,10,arima_211,4,"(2, 1, 1)","(0, 0, 0, 0)",0.4904455938143149
9,10,arima_211,5,"(2, 1, 1)","(0, 0, 0, 0)",0.28047466138379423
9,10,arima_211,6,"(2, 1, 1)","(0, 0, 0, 0)",0.08636890240835822
9,10,arima_211,7,"(2, 1, 1)","(0, 0, 0, 0)",0.264531325409458
9,10,arima_211,8,"(2, 1, 1)","(0, 0, 0, 0)",0.31627633845285863
9,10,arima_211,9,"(2, 1, 1)","(0, 0, 0, 0)",0.17976077681836558
9,10,arima_211,10,"(2, 1, 1)","(0, 0, 0, 0)",0.3702139996150078
9,10,arima_211,11,"(2, 1, 1)","(0, 0, 0, 0)",0.3242524208867339
9,10,arima_211,12,"(2, 1, 1)","(0, 0, 0, 0)",0.10465315186314544
9,10,arima_211,13,"(2, 1, 1)","(0, 0, 0, 0)",0.09804456252592626
9,10,arima_211,14,"(2, 1, 1)","(0, 0, 0, 0)",0.38435642405345205
9,10,arima_211,15,"(2, 1, 1)","(0, 0, 0, 0)",0.06474696661716009
9,10,arima_211,16,"(2, 1, 1)","(0, 0, 0, 0)",0.14266190076511712
9,10,arima_211,17,"(2, 1, 1)","(0, 0, 0, 0)",0.17365315508832382
9,10,arima_211,18,"(2, 1, 1)","(0, 0, 0, 0)",0.13173854160623333
9,10,arima_211,19,"(2, 1, 1)","(0, 0, 0, 0)",0.14290184687283383
9,10,arima_211,20,"(2, 1, 1)","(0, 0, 0, 0)",0.1006613592730774
9,10,arima_211,21,"(2, 1, 1)","(0, 0, 0, 0)",0.12720460629961583
9,10,arima_211,22,"(2, 1, 1)","(0, 0, 0, 0)",0.07396044319817732
9,10,arima_211,23,"(2, 1, 1)","(0, 0, 0, 0)",0.11088800561385914
9,10,arima_211,24,"(2, 1, 1)","(0, 0, 0, 0)",0.0568232727374695
9,10,arima_211,25,"(2, 1, 1)","(0, 0, 0, 0)",0.10979180721668964
9,10,arima_211,26,"(2, 1, 1)","(0, 0, 0, 0)",0.09678547715199837
9,10,arima_211,27,"(2, 1, 1)","(0, 0, 0, 0)",0.2648878097473824
9,10,arima_311,1,"(3, 1, 1)","(0, 0, 0, 0)",0.1517174222511813
9,10,arima_311,2,"(3, 1, 1)","(0, 0, 0, 0)",0.09305926445090794
9,10,arima_311,3,"(3, 1, 1)","(0, 0, 0, 0)",0.11160678006032317
9,10,arima_311,4,"(3, 1, 1)","(0, 0, 0, 0)",0.49132745793633104
9,10,arima_311,5,"(3, 1, 1)","(0, 0, 0, 0)",0.2782368627635278
9,10,arima_311,6,"(3, 1, 1)","(0, 0, 0, 0)",0.09475104785616564
9,10,arima_311,7,"(3, 1, 1)","(0, 0, 0, 0)",0.2636181112578027
9,10,arima_311,8,"(3, 1, 1)","(0, 0, 0, 0)",0.3078569157968402
9,10,arima_311,9,"(3, 1, 1)","(0, 0, 0, 0)",0.18504821400957316
9,10,arima_311,10,"(3, 1, 1)","(0, 0, 0, 0)",0.3719648122689125
9,10,arima_311,11,"(3, 1, 1)","(0, 0, 0, 0)",0.31740438137825705
9,10,arima_311,12,"(3, 1, 1)","(0, 0, 0, 0)",0.10005879093025978
9,10,arima_311,13,"(3, 1, 1)","(0, 0, 0, 0)",0.09707632527035337
9,10,arima_311,14,"(3, 1, 1)","(0, 0, 0, 0)",0.38796283138009247
9,10,arima_311,15,"(3, 1, 1)","(0, 0, 0, 0)",0.07168362399250221
9,10,arima_311,16,"(3, 1, 1)","(0, 0, 0, 0)",0.14183764461220666
9,10,arima_311,17,"(3, 1, 1)","(0, 0, 0, 0)",0.1760686659015633
9,10,arima_311,18,"(3, 1, 1)","(0, 0, 0, 0)",0.12925103433863683
9,10,arima_311,19,"(3, 1, 1)","(0, 0, 0, 0)",0.14481070432926163
9,10,arima_311,20,"(3, 1, 1)","(0, 0, 0, 0)",0.09321689424512718
9,10,arima_311,21,"(3, 1, 1)","(0, 0, 0, 0)",0.12803962580578104
9,10,arima_311,22,"(3, 1, 1)","(0, 0, 0, 0)",0.07202519465569202
9,10,arima_311,23,"(3, 1, 1)","(0, 0, 0, 0)",0.11037800455933866
9,10,arima_311,24,"(3, 1, 1)","(0, 0, 0, 0)",0.057969478678077294
9,10,arima_311,25,"(3, 1, 1)","(0, 0, 0, 0)",0.10875730294406759
9,10,arima_311,26,"(3, 1, 1)","(0, 0, 0, 0)",0.09874619308947707
9,10,arima_311,27,"(3, 1, 1)","(0, 0, 0, 0)",0.27435309898972965
10,10,arima_012,1,"(0, 1, 2)","(0, 0, 0, 0)",0.1301378454403515
10,10,arima_012,2,"(0, 1, 2)","(0, 0, 0, 0)",0.10059895989414057
10,10,arima_012,3,"(0, 1, 2)","(0, 0, 0, 0)",0.13006902635582268
10,10,arima_012,4,"(0, 1, 2)","(0, 0, 0, 0)",0.15209880310187707
10,10,arima_012,5,"(0, 1, 2)","(0, 0, 0, 0)",0.11676282998281343
10,10,arima_012,6,"(0, 1, 2)","(0, 0, 0, 0)",0.08849661808785989
10,10,arima_012,7,"(0, 1, 2)","(0, 0, 0, 0)",0.09310401158202591
10,10,arima_012,8,"(0, 1, 2)","(0, 0, 0, 0)",0.14788646938940417
10,10,arima_012,9,"(0, 1, 2)","(0, 0, 0, 0)",0.16281840385620305
10,10,arima_012,10,"(0, 1, 2)","(0, 0, 0, 0)",0.14309436652786936
10,10,arima_012,11,"(0, 1, 2)","(0, 0, 0, 0)",0.20963796513275323
10,10,arima_012,12,"(0, 1, 2)","(0, 0, 0, 0)",0.1445683316845709
10,10,arima_012,13,"(0, 1, 2)","(0, 0, 0, 0)",0.05594700763020222
10,10,arima_012,14,"(0, 1, 2)","(0, 0, 0, 0)",0.08569720861549507
10,10,arima_012,15,"(0, 1, 2)","(0, 0, 0, 0)",0.07265921458016737
10,10,arima_012,16,"(0, 1, 2)","(0, 0, 0, 0)",0.08307073241393391
10,10,arima_012,17,"(0, 1, 2)","(0, 0, 0, 0)",0.14497756756351685
10,10,arima_012,18,"(0, 1, 2)","(0, 0, 0, 0)",0.06893011682869053
10,10,arima_012,19,"(0, 1, 2)","(0, 0, 0, 0)",0.06378296830849338
10,10,arima_012,20,"(0, 1, 2)","(0, 0, 0, 0)",0.06841444630108233
10,10,arima_012,21,"(0, 1, 2)","(0, 0, 0, 0)",0.15550982475969785
10,10,arima_012,22,"(0, 1, 2)","(0, 0, 0, 0)",0.056127968610657476
10,10,arima_012,23,"(0, 1, 2)","(0, 0, 0, 0)",0.05849545715969652
10,10,arima_012,24,"(0, 1, 2)","(0, 0, 0, 0)",0.11320077947146226
10,10,arima_012,25,"(0, 1, 2)","(0, 0, 0, 0)",0.07784811407139995
10,10,arima_012,26,"(0, 1, 2)","(0, 0, 0, 0)",0.07809613681278084
10,10,arima_012,27,"(0, 1, 2)","(0, 0, 0, 0)",0.16876335600193795
10,10,sarima_012_002_5,1,"(0, 1, 2)","(0, 0, 2, 5)",0.12513230659708974
10,10,sarima_012_002_5,2,"(0, 1, 2)","(0, 0, 2, 5)",0.09800190162192823
10,10,sarima_012_002_5,3,"(0, 1, 2)","(0, 0, 2, 5)",0.1269075002719817
10,10,sarima_012_002_5,4,"(0, 1, 2)","(0, 0, 2, 5)",0.15664764164936218
10,10,sarima_012_002_5,5,"(0, 1, 2)","(0, 0, 2, 5)",0.11833850840627572
10,10,sarima_012_002_5,6,"(0, 1, 2)","(0, 0, 2, 5)",0.08512507767213374
10,10,sarima_012_002_5,7,"(0, 1, 2)","(0, 0, 2, 5)",0.09345011895677799
10,10,sarima_012_002_5,8,"(0, 1, 2)","(0, 0, 2, 5)",0.14401828187420487
10,10,sarima_012_002_5,9,"(0, 1, 2)","(0, 0, 2, 5)",0.15529075478632742
10,10,sarima_012_002_5,10,"(0, 1, 2)","(0, 0, 2, 5)",0.1490258544296493
10,10,sarima_012_002_5,11,"(0, 1, 2)","(0, 0, 2, 5)",0.20459534507681637
10,10,sarima_012_002_5,12,"(0, 1, 2)","(0, 0, 2, 5)",0.15908909395688883
10,10,sarima_012_002_5,13,"(0, 1, 2)","(0, 0, 2, 5)",0.059890871751155574
10,10,sarima_012_002_5,14,"(0, 1, 2)","(0, 0, 2, 5)",0.08760795578651717
10,10,sarima_012_002_5,15,"(0, 1, 2)","(0, 0, 2, 5)",0.0700549077595204
10,10,sarima_012_002_5,16,"(0, 1, 2)","(0, 0, 2, 5)",0.08401236225546231
10,10,sarima_012_002_5,17,"(0, 1, 2)","(0, 0, 2, 5)",0.14280971249218602
10,10,sarima_012_002_5,18,"(0, 1, 2)","(0, 0, 2, 5)",0.06361140285118304
10,10,sarima_012_002_5,19,"(0, 1, 2)","(0, 0, 2, 5)",0.06473671827029913
10,10,sarima_012_002_5,20,"(0, 1, 2)","(0, 0, 2, 5)",0.06853139898125586
10,10,sarima_012_002_5,21,"(0, 1, 2)","(0, 0, 2, 5)",0.15379473062948423
10,10,sarima_012_002_5,22,"(0, 1, 2)","(0, 0, 2, 5)",0.06470253805763991
10,10,sarima_012_002_5,23,"(0, 1, 2)","(0, 0, 2, 5)",0.060121805839831115
10,10,sarima_012_002_5,24,"(0, 1, 2)","(0, 0, 2, 5)",0.11152696999055206
10,10,sarima_012_002_5,25,"(0, 1, 2)","(0, 0, 2, 5)",0.07693023058400744
10,10,sarima_012_002_5,26,"(0, 1, 2)","(0, 0, 2, 5)",0.07963838373886035
10,10,sarima_012_002_5,27,"(0, 1, 2)","(0, 0, 2, 5)",0.1709488298042022
11,10,arima_111,1,"(1, 1, 1)","(0, 0, 0, 0)",0.11375034755789218
11,10,arima_111,2,"(1, 1, 1)","(0, 0, 0, 0)",1.6172866172721478
11,10,arima_111,3,"(1, 1, 1)","(0, 0, 0, 0)",1.2225151625525044
11,10,arima_111,4,"(1, 1, 1)","(0, 0, 0, 0)",0.2553416410948921
11,10,arima_111,5,"(1, 1, 1)","(0, 0, 0, 0)",0.09466295091365369
11,10,arima_111,6,"(1, 1, 1)","(0, 0, 0, 0)",0.14745753182734953
11,10,arima_111,7,"(1, 1, 1)","(0, 0, 0, 0)",0.17062226141935796
11,10,arima_111,8,"(1, 1, 1)","(0, 0, 0, 0)",0.164886186913142
11,10,arima_111,9,"(1, 1, 1)","(0, 0, 0, 0)",0.3003010507957049
11,10,arima_111,10,"(1, 1, 1)","(0, 0, 0, 0)",0.28571374908909253
11,10,arima_111,11,"(1, 1, 1)","(0, 0, 0, 0)",0.1473094054399798
11,10,arima_111,12,"(1, 1, 1)","(0, 0, 0, 0)",0.07422980437183874
11,10,arima_111,13,"(1, 1, 1)","(0, 0, 0, 0)",0.07437242785174153
11,10,arima_111,14,"(1, 1, 1)","(0, 0, 0, 0)",0.3084174107159105
11,10,arima_111,15,"(1, 1, 1)","(0, 0, 0, 0)",0.16286669650853924
11,10,arima_111,16,"(1, 1, 1)","(0, 0, 0, 0)",0.11327512569332616
11,10,arima_111,17,"(1, 1, 1)","(0, 0, 0, 0)",0.24564076893234607
11,10,arima_111,18,"(1, 1, 1)","(0, 0, 0, 0)",0.11392542937783652
11,10,arima_111,19,"(1, 1, 1)","(0, 0, 0, 0)",0.14942337727434227
11,10,arima_111,20,"(1, 1, 1)","(0, 0, 0, 0)",0.10797805747231853
11,10,arima_111,21,"(1, 1, 1)","(0, 0, 0, 0)",0.09419325984575472
11,10,arima_111,22,"(1, 1, 1)","(0, 0, 0, 0)",0.2013364383952856
11,10,arima_111,23,"(1, 1, 1)","(0, 0, 0, 0)",0.11677557304634645
11,10,arima_111,24,"(1, 1, 1)","(0, 0, 0, 0)",0.5372012661089635
11,10,arima_111,25,"(1, 1, 1)","(0, 0, 0, 0)",1.5217423359816538
11,10,arima_111,26,"(1, 1, 1)","(0, 0, 0, 0)",1.0624835976487512
11,10,arima_111,27,"(1, 1, 1)","(0, 0, 0, 0)",1.7744741236738946
11,10,sarima_111_001_5,1,"(1, 1, 1)","(0, 0, 1, 5)",0.10741973677528353
11,10,sarima_111_001_5,2,"(1, 1, 1)","(0, 0, 1, 5)",1.6128162511604502
11,10,sarima_111_001_5,3,"(1, 1, 1)","(0, 0, 1, 5)",1.1886941833380762
11,10,sarima_111_001_5,4,"(1, 1, 1)","(0, 0, 1, 5)",0.256903659675982
11,10,sarima_111_001_5,5,"(1, 1, 1)","(0, 0, 1, 5)",0.09702999416234288
11,10,sarima_111_001_5,6,"(1, 1, 1)","(0, 0, 1, 5)",0.14669995198470445
11,10,sarima_111_001_5,7,"(1, 1, 1)","(0, 0, 1, 5)",0.16941260613710138
11,10,sarima_111_001_5,8,"(1, 1, 1)","(0, 0, 1, 5)",0.16373877481057109
11,10,sarima_111_001_5,9,"(1, 1, 1)","(0, 0, 1, 5)",0.293926452093916
11,10,sarima_111_001_5,10,"(1, 1, 1)","(0, 0, 1, 5)",0.2850341880581021
11,10,sarima_111_001_5,11,"(1, 1, 1)","(0, 0, 1, 5)",0.1501698992676877
11,10,sarima_111_001_5,12,"(1, 1, 1)","(0, 0, 1, 5)",0.0739113088992243
11,10,sarima_111_001_5,13,"(1, 1, 1)","(0, 0, 1, 5)",0.07451391204108297
11,10,sarima_111_001_5,14,"(1, 1, 1)","(0, 0, 1, 5)",0.3077155008980316
11,10,sarima_111_001_5,15,"(1, 1, 1)","(0, 0, 1, 5)",0.1644003502603141
11,10,sarima_111_001_5,16,"(1, 1, 1)","(0, 0, 1, 5)",0.11686784919673002
11,10,sarima_111_001_5,17,"(1, 1, 1)","(0, 0, 1, 5)",0.2452502223602957
11,10,sarima_111_001_5,18,"(1, 1, 1)","(0, 0, 1, 5)",0.12533603158841244
11,10,sarima_111_001_5,19,"(1, 1, 1)","(0, 0, 1, 5)",0.1509750548826895
11,10,sarima_111_001_5,20,"(1, 1, 1)","(0, 0, 1, 5)",0.10605007690945356
11,10,sarima_111_001_5,21,"(1, 1, 1)","(0, 0, 1, 5)",0.09563394153451513
11,10,sarima_111_001_5,22,"(1, 1, 1)","(0, 0, 1, 5)",0.19886049800689498
11,10,sarima_111_001_5,23,"(1, 1, 1)","(0, 0, 1, 5)",0.11858615268408493
11,10,sarima_111_001_5,24,"(1, 1, 1)","(0, 0, 1, 5)",0.5347405187783747
11,10,sarima_111_001_5,25,"(1, 1, 1)","(0, 0, 1, 5)",1.520580561041494
11,10,sarima_111_001_5,26,"(1, 1, 1)","(0, 0, 1, 5)",1.060293688366792
11,10,sarima_111_001_5,27,"(1, 1, 1)","(0, 0, 1, 5)",1.783157042624587
11,10,sarima_112_001_5,1,"(1, 1, 2)","(0, 0, 1, 5)",0.10906724199961508
11,10,sarima_112_001_5,2,"(1, 1, 2)","(0, 0, 1, 5)",1.6128060960394106
11,10,sarima_112_001_5,3,"(1, 1, 2)","(0, 0, 1, 5)",1.1090824800647046
11,10,sarima_112_001_5,4,"(1, 1, 2)","(0, 0, 1, 5)",0.2072728442441192
11,10,sarima_112_001_5,5,"(1, 1, 2)","(0, 0, 1, 5)",0.10068311565309572
11,10,sarima_112_001_5,6,"(1, 1, 2)","(0, 0, 1, 5)",0.14264966789046293
11,10,sarima_112_001_5,7,"(1, 1, 2)","(0, 0, 1, 5)",0.17052498877800323
11,10,sarima_112_001_5,8,"(1, 1, 2)","(0, 0, 1, 5)",0.16232082436870612
11,10,sarima_112_001_5,9,"(1, 1, 2)","(0, 0, 1, 5)",0.1481867133282953
11,10,sarima_112_001_5,10,"(1, 1, 2)","(0, 0, 1, 5)",0.2640589126473543
11,10,sarima_112_001_5,11,"(1, 1, 2)","(0, 0, 1, 5)",0.193207602445423
11,10,sarima_112_001_5,12,"(1, 1, 2)","(0, 0, 1, 5)",0.13911803738979198
11,10,sarima_112_001_5,13,"(1, 1, 2)","(0, 0, 1, 5)",0.08916301628554743
11,10,sarima_112_001_5,14,"(1, 1, 2)","(0, 0, 1, 5)",0.25190696400209345
11,10,sarima_112_001_5,15,"(1, 1, 2)","(0, 0, 1, 5)",0.11563263031906684
11,10,sarima_112_001_5,16,"(1, 1, 2)","(0, 0, 1, 5)",0.13092418112044832
11,10,sarima_112_001_5,17,"(1, 1, 2)","(0, 0, 1, 5)",0.247202906973363
11,10,sarima_112_001_5,18,"(1, 1, 2)","(0, 0, 1, 5)",0.10404121107076197
11,10,sarima_112_001_5,19,"(1, 1, 2)","(0, 0, 1, 5)",0.15193342591125814
11,10,sarima_112_001_5,20,"(1, 1, 2)","(0, 0, 1, 5)",0.07605543957980844
11,10,sarima_112_001_5,21,"(1, 1, 2)","(0, 0, 1, 5)",0.117710250174098
11,10,sarima_112_001_5,22,"(1, 1, 2)","(0, 0, 1, 5)",0.19673896454645845
11,10,sarima_112_001_5,23,"(1, 1, 2)","(0, 0, 1, 5)",0.17074177880759786
11,10,sarima_112_001_5,24,"(1, 1, 2)","(0, 0, 1, 5)",0.5381718567710092
11,10,sarima_112_001_5,25,"(1, 1, 2)","(0, 0, 1, 5)",1.6095349674708204
11,10,sarima_112_001_5,26,"(1, 1, 2)","(0, 0, 1, 5)",1.0203960483174337
11,10,sarima_112_001_5,27,"(1, 1, 2)","(0, 0, 1, 5)",1.8266513019167174
11,10,sarima_112_100_5,1,"(1, 1, 2)","(1, 0, 0, 5)",0.11132115249976007
11,10,sarima_112_100_5,2,"(1, 1, 2)","(1, 0, 0, 5)",1.6105418637527653
11,10,sarima_112_100_5,3,"(1, 1, 2)","(1, 0, 0, 5)",1.265162427549917
11,10,sarima_112_100_5,4,"(1, 1, 2)","(1, 0, 0, 5)",0.20972305169929797
11,10,sarima_112_100_5,5,"(1, 1, 2)","(1, 0, 0, 5)",0.12882674421301496
11,10,sarima_112_100_5,6,"(1, 1, 2)","(1, 0, 0, 5)",0.142713887049405
11,10,sarima_112_100_5,7,"(1, 1, 2)","(1, 0, 0, 5)",0.17230761788961235
11,10,sarima_112_100_5,8,"(1, 1, 2)","(1, 0, 0, 5)",0.18503462885605687
11,10,sarima_112_100_5,9,"(1, 1, 2)","(1, 0, 0, 5)",0.14979902860776229
11,10,sarima_112_100_5,10,"(1, 1, 2)","(1, 0, 0, 5)",0.26343086515614633
11,10,sarima_112_100_5,11,"(1, 1, 2)","(1, 0, 0, 5)",0.19271452627630803
11,10,sarima_112_100_5,12,"(1, 1, 2)","(1, 0, 0, 5)",0.13881893725410346
11,10,sarima_112_100_5,13,"(1, 1, 2)","(1, 0, 0, 5)",0.07472469102537276
11,10,sarima_112_100_5,14,"(1, 1, 2)","(1, 0, 0, 5)",0.25235615527170374
11,10,sarima_112_100_5,15,"(1, 1, 2)","(1, 0, 0, 5)",0.1656857217045848
11,10,sarima_112_100_5,16,"(1, 1, 2)","(1, 0, 0, 5)",0.11964964470103134
11,10,sarima_112_100_5,17,"(1, 1, 2)","(1, 0, 0, 5)",0.24751551246326728
11,10,sarima_112_100_5,18,"(1, 1, 2)","(1, 0, 0, 5)",0.10239780985444494
11,10,sarima_112_100_5,19,"(1, 1, 2)","(1, 0, 0, 5)",0.13943104214767563
11,10,sarima_112_100_5,20,"(1, 1, 2)","(1, 0, 0, 5)",0.104485236087397
11,10,sarima_112_100_5,21,"(1, 1, 2)","(1, 0, 0, 5)",0.11769544987053399
11,10,sarima_112_100_5,22,"(1, 1, 2)","(1, 0, 0, 5)",0.16392141557942685
11,10,sarima_112_100_5,23,"(1, 1, 2)","(1, 0, 0, 5)",0.1707268548186619
11,10,sarima_112_100_5,24,"(1, 1, 2)","(1, 0, 0, 5)",0.5380620013856169
11,10,sarima_112_100_5,25,"(1, 1, 2)","(1, 0, 0, 5)",1.6117656174521977
11,10,sarima_112_100_5,26,"(1, 1, 2)","(1, 0, 0, 5)",1.5909209961096842
11,10,sarima_112_100_5,27,"(1, 1, 2)","(1, 0, 0, 5)",1.6381167007640607
12,10,arima_201,1,"(2, 0, 1)","(0, 0, 0, 0)",0.8499983402169599
12,10,arima_201,2,"(2, 0, 1)","(0, 0, 0, 0)",1.2395608486161416
12,10,arima_201,3,"(2, 0, 1)","(0, 0, 0, 0)",0.8468236852046079
12,10,arima_201,4,"(2, 0, 1)","(0, 0, 0, 0)",1.9078836960810008
12,10,arima_201,5,"(2, 0, 1)","(0, 0, 0, 0)",1.7063135013941868
12,10,arima_201,6,"(2, 0, 1)","(0, 0, 0, 0)",1.8256498746079126
12,10,arima_201,7,"(2, 0, 1)","(0, 0, 0, 0)",1.8147339222414223
12,10,arima_201,8,"(2, 0, 1)","(0, 0, 0, 0)",0.8233244950903954
12,10,arima_201,9,"(2, 0, 1)","(0, 0, 0, 0)",0.9379919172086182
12,10,arima_201,10,"(2, 0, 1)","(0, 0, 0, 0)",1.4528597605541975
12,10,arima_201,11,"(2, 0, 1)","(0, 0, 0, 0)",1.42422891752924
12,10,arima_201,12,"(2, 0, 1)","(0, 0, 0, 0)",1.238932701976757
12,10,arima_201,13,"(2, 0, 1)","(0, 0, 0, 0)",0.642838752491566
12,10,arima_201,14,"(2, 0, 1)","(0, 0, 0, 0)",0.9805248105087068
12,10,arima_201,15,"(2, 0, 1)","(0, 0, 0, 0)",1.3213958344778884
12,10,arima_201,16,"(2, 0, 1)","(0, 0, 0, 0)",1.0468722290973793
12,10,arima_201,17,"(2, 0, 1)","(0, 0, 0, 0)",1.26762424347319
12,10,arima_201,18,"(2, 0, 1)","(0, 0, 0, 0)",1.2070206544420845
12,10,arima_201,19,"(2, 0, 1)","(0, 0, 0, 0)",1.1142428513915132
12,10,arima_201,20,"(2, 0, 1)","(0, 0, 0, 0)",1.0159582635993483
12,10,arima_201,21,"(2, 0, 1)","(0, 0, 0, 0)",0.9189767637255527
12,10,arima_201,22,"(2, 0, 1)","(0, 0, 0, 0)",0.7685387386333224
12,10,arima_201,23,"(2, 0, 1)","(0, 0, 0, 0)",0.999485688721752
12,10,arima_201,24,"(2, 0, 1)","(0, 0, 0, 0)",0.2220473422466241
